ID,Title,Date,Type,URL,Local PDF,Full Citation,Core/Strand,Contribution,Role in Argument,Local MD,Peer Review Notes,Authorial Contributions,Authorial CRediT,GitHub URL,Posted
SBW-058,How Many Citations Does a Paper Have to Get Before It's Significantly Above Baseline Impact for the Field?,2012-09-24,Blog Post,http://www.scottbot.net/HIAL/?p=22108,Weingart - 2012 - How many citations does a paper have to get before it’s significantly above baseline impact for the.pdf,"Weingart, Scott B. 2012. “How Many Citations Does a Paper Have to Get Before It's Significantly Above Baseline Impact for the Field?.” Blog. The Scottbot Irregular, September 24. http://www.scottbot.net/HIAL/?p=22108.",,,,2012-09-24-how-many-citations-does-a-paper-have-to-get-before-its-significantly-above-baseline-impact-for-the-field,,,,,
SBW-059,Making Pretty Things with R and Ggplot2,2012-09-25,Blog Post,http://www.scottbot.net/HIAL/index.html@p=22471.html,Weingart - 2012 - Making pretty things with R and ggplot2.pdf,"Weingart, Scott B. 2012. “Making Pretty Things with R and Ggplot2.” Blog. The Scottbot Irregular, September 25. http://www.scottbot.net/HIAL/index.html@p=22471.html.",,,,2012-09-25-making-pretty-things-with-r-and-ggplot2,,,,,
SBW-060,On Simplicity,2012-09-12,Blog Post,http://www.scottbot.net/HIAL/?p=21129,Weingart - 2012 - On Simplicity.pdf,"Weingart, Scott B. 2012. “On Simplicity.” Blog. The Scottbot Irregular, September 12. http://www.scottbot.net/HIAL/?p=21129.",,,,2012-09-12-on-simplicity,,,,,
SBW-061,Predicting Victors in an Attention and Feedback Economy,2012-10-10,Blog Post,http://www.scottbot.net/HIAL/?p=23676,Weingart - 2012 - Predicting victors in an attention and feedback economy.pdf,"Weingart, Scott B. 2012. “Predicting Victors in an Attention and Feedback Economy.” Blog. The Scottbot Irregular, October 10. http://www.scottbot.net/HIAL/?p=23676.",,,,2012-10-10-predicting-victors-in-an-attention-and-feedback-economy,,,,,
SBW-062,In Defense of Collaboration,2012-11-17,Blog Post,http://www.scottbot.net/HIAL/?p=25401,Weingart - 2012 - In Defense of Collaboration.pdf,"Weingart, Scott B. 2012. “In Defense of Collaboration.” Blog. The Scottbot Irregular, November 17. http://www.scottbot.net/HIAL/?p=25401.",,,,2012-11-17-in-defense-of-collaboration,,,,,
SBW-063,On the Importance of a Single Historical Author,2012-12-03,Blog Post,http://www.scottbot.net/HIAL/?p=25594,Weingart - 2012 - On the importance of a single historical author.pdf,"Weingart, Scott B. 2012. “On the Importance of a Single Historical Author.” Blog. The Scottbot Irregular, December 3. http://www.scottbot.net/HIAL/?p=25594.",,,,2012-12-03-on-the-importance-of-a-single-historical-author,,,,,
SBW-064,Acceptances to Digital Humanities 2013 (Part 1),2013-04-25,Blog Post,http://www.scottbot.net/HIAL/?p=35242,Weingart - 2013 - Acceptances to Digital Humanities 2013 (part 1).pdf,"Weingart, Scott B. 2013. “Acceptances to Digital Humanities 2013 (Part 1).” Blog. The Scottbot Irregular, April 25. http://www.scottbot.net/HIAL/?p=35242.",,,,2013-04-25-acceptances-to-digital-humanities-2013-part-1,,,,,
SBW-065,An Experiment in Communal Editing: Finding the History & Philosophy of Science.,2013-07-06,Blog Post,http://www.scottbot.net/HIAL/index.html@p=38424.html,Weingart - 2013 - An experiment in communal editing Finding the history & philosophy of science..pdf,"Weingart, Scott B. 2013. “An Experiment in Communal Editing: Finding the History & Philosophy of Science.” Blog. The Scottbot Irregular, July 6. http://www.scottbot.net/HIAL/index.html@p=38424.html.",,,,2013-07-06-an-experiment-in-communal-editing-finding-the-history-philosophy-of-science,,,,,
SBW-066,Friends Don't Let Friends Calculate P-Values (Without Fully Understanding Them),2013-04-25,Blog Post,,Weingart - 2013 - Friends don’t let friends calculate p-values (without fully understanding them).pdf,"Weingart, Scott B. 2013. “Friends Don't Let Friends Calculate P-Values (Without Fully Understanding Them).” Blog. The Scottbot Irregular, April 25.",,,,2013-04-25-friends-dont-let-friends-calculate-p-values-without-fully-understanding-them,,,,,
SBW-067,"Networks Demystified 5: Communities, PageRank, and Sampling Caveats",2013-09-18,Blog Post,http://www.scottbot.net/HIAL/?p=39344,"Weingart - 2013 - Networks Demystified 5 Communities, PageRank, and Sampling Caveats.pdf","Weingart, Scott B. 2013. “Networks Demystified 5: Communities, PageRank, and Sampling Caveats.” Blog. The Scottbot Irregular, September 18. http://www.scottbot.net/HIAL/?p=39344.",,,,2013-09-18-networks-demystified-5-communities-pagerank-and-sampling-caveats,,,,,
SBW-068,On MOOCs,2013-04-23,Blog Post,,Weingart - 2013 - On MOOCs.pdf,"Weingart, Scott B. 2013. “On MOOCs.” Blog. The Scottbot Irregular, April 23.",,,,2013-04-23-on-moocs,,,,,
SBW-069,Submissions to Digital Humanities 2014,2013-11-05,Blog Post,http://www.scottbot.net/HIAL/?p=39588,Weingart - 2013 - Submissions to Digital Humanities 2014.pdf,"Weingart, Scott B. 2013. “Submissions to Digital Humanities 2014.” Blog. The Scottbot Irregular, November 5. http://www.scottbot.net/HIAL/?p=39588.",,,,2013-11-05-submissions-to-digital-humanities-2014,,,,,
SBW-070,The Historian’s Macroscope,2013-07-24,Blog Post,http://www.scottbot.net/HIAL/?p=38550,Weingart - 2013 - The Historian’s Macroscope.pdf,"Weingart, Scott B. 2013. “The Historian’s Macroscope.” Blog. The Scottbot Irregular, July 24. http://www.scottbot.net/HIAL/?p=38550.",,,,2013-07-24-the-historians-macroscope,,,,,
SBW-071,Topic Modeling in the Humanities,2013-04-11,Blog Post,,Weingart - 2013 - Topic Modeling in the Humanities.pdf,"Weingart, Scott B. 2013. “Topic Modeling in the Humanities.” Blog. The Scottbot Irregular, April 11.",,,,2013-04-11-topic-modeling-in-the-humanities,,,,,
SBW-072,"Journal of Digital Humanities, Vol. 2, No. 1 (Winter 2012): The Topic Modeling Special Issue",2013,Edited Volume,http://journalofdigitalhumanities.org/2-1/,Journal Of Digital Humanities 2-1.pdf,"Weingart, Scott B., and Elijah Meeks, eds. 2013. Journal of Digital Humanities, Vol. 2, No. 1 (Winter 2012): The Topic Modeling Special Issue. Roy Rosenzweig Center for History and New Media, George Mason University. http://journalofdigitalhumanities.org/2-1/.",,,,Journal_of_Digital_Humanities_2-1,,,,,
SBW-073,Tweeting Links to Academic Articles,2013,Article,http://cybermetrics.cindoc.csic.es/articles/v17i1p1.html,Thelwall et al. - 2013 - Tweeting Links to Academic Articles.pdf,"Thelwall, Tsou, Weingart, Holmberg, and Haustein. 2013. “Tweeting Links to Academic Articles.” Cybermetrics 17 (1): Paper 1. http://cybermetrics.cindoc.csic.es/articles/v17i1p1.html.",,,,Thelwall_et_al_2013_Tweeting_Links,,,,,
SBW-074,From Trees to Webs: Uprooting Knowledge Through Visualization,2013,Article,,Weingart - 2013 - From trees to webs uprooting knowledge through visualization.pdf,"Weingart, Slavic, Akdag Salah, and Davies. 2013. “From Trees to Webs: Uprooting Knowledge Through Visualization.” Classification and visualization: interfaces to knowledge. Proceedings of the International UDC Seminar 2013: 53-67.",,,,Weingart_2013_From_Trees_to_Webs,,,,,
SBW-075,The Digital Humanities Contribution to Topic Modeling,2013,Article,https://journalofdigitalhumanities.org/2-1/dh-contribution-to-topic-modeling/,Weingart and Meeks - 2013 - The Digital Humanities Contribution to Topic Modeling.pdf,"Meeks, Elijah, and Scott B. Weingart. 2013. “The Digital Humanities Contribution to Topic Modeling.” Journal of Digital Humanities 2 (1). https://journalofdigitalhumanities.org/2-1/dh-contribution-to-topic-modeling/.",,,,Weingart_and_Meeks_2013_DH_Contribution_to_Topic_Modeling,,,,,
SBW-076,"Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 1",2013-04-14,Blog Post,http://www.scottbot.net/HIAL/?p=34566,"Weingart - 2013 - Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 1.pdf","Weingart, Scott B. 2013. “Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 1.” Blog. The Scottbot Irregular, April 14. http://www.scottbot.net/HIAL/?p=34566.",,,,2013-04-14-liveblogged-review-of-macroanalysis-by-matthew-l-jockers-part-1,,,,,
SBW-077,"Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 2",2013-04-15,Blog Post,http://www.scottbot.net/HIAL/?p=34775,"Weingart - 2013 - Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 2.pdf","Weingart, Scott B. 2013. “Liveblogged Review of Macroanalysis by Matthew L. Jockers, Part 2.” Blog. The Scottbot Irregular, April 15. http://www.scottbot.net/HIAL/?p=34775.",,,,2013-04-15-liveblogged-review-of-macroanalysis-by-matthew-l-jockers-part-2,,,,,
SBW-078,Networks Demystified 4: Co-Citation Analysis,2013-06-30,Blog Post,http://www.scottbot.net/HIAL/?p=38272,Weingart - 2013 - Networks Demystified 4 Co-Citation Analysis.pdf,"Weingart, Scott B. 2013. “Networks Demystified 4: Co-Citation Analysis.” Blog. The Scottbot Irregular, June 30. http://www.scottbot.net/HIAL/?p=38272.",,,,2013-06-30-networks-demystified-4-co-citation-analysis,,,,,
SBW-079,Improving the Journal of Digital Humanities,2013-08-30,Blog Post,http://www.scottbot.net/HIAL/?p=39047,Weingart - 2013 - Improving the Journal of Digital Humanities.pdf,"Weingart, Scott B. 2013. “Improving the Journal of Digital Humanities.” Blog. The Scottbot Irregular, August 30. http://www.scottbot.net/HIAL/?p=39047.",,,,2013-08-30-improving-the-journal-of-digital-humanities,,,,,
SBW-080,From Trees to Webs: Uprooting Knowledge Through Visualization,2013-08-09,Blog Post,http://www.scottbot.net/HIAL/?p=38807,Weingart - 2013 - From Trees to Webs Uprooting Knowledge through Visualization.pdf,"Weingart, Scott B. 2013. “From Trees to Webs: Uprooting Knowledge Through Visualization.” Blog. The Scottbot Irregular, August 9. http://www.scottbot.net/HIAL/?p=38807.",,,,2013-08-09-from-trees-to-webs-uprooting-knowledge-through-visualization,,,,,
SBW-081,Breaking the Ph.D. Model Using Pretty Pictures,2013-09-03,Blog Post,http://www.scottbot.net/HIAL/?p=39106,Weingart - 2013 - Breaking the Ph.D. model using pretty pictures.pdf,"Weingart, Scott B. 2013. “Breaking the Ph.D. Model Using Pretty Pictures.” Blog. The Scottbot Irregular, September 3. http://www.scottbot.net/HIAL/?p=39106.",,,,2013-09-03-breaking-the-phd-model-using-pretty-pictures,,,,,
SBW-082,Networks Demystified 7: Doing Co-Citation Analyses,2013-09-23,Blog Post,http://www.scottbot.net/HIAL/?p=39432,Weingart - 2013 - Networks Demystified 7 Doing Co-Citation Analyses.pdf,"Weingart, Scott B. 2013. “Networks Demystified 7: Doing Co-Citation Analyses.” Blog. The Scottbot Irregular, September 23. http://www.scottbot.net/HIAL/?p=39432.",,,,2013-09-23-networks-demystified-7-doing-co-citation-analyses,,,,,
SBW-083,Networks Demystified 8: When Networks Are Inappropriate,2013-11-05,Blog Post,http://www.scottbot.net/HIAL/?p=39600,Weingart - 2013 - Networks Demystified 8 When Networks are Inappropriate.pdf,"Weingart, Scott B. 2013. “Networks Demystified 8: When Networks Are Inappropriate.” Blog. The Scottbot Irregular, November 5. http://www.scottbot.net/HIAL/?p=39600.",,,,2013-11-05-networks-demystified-8-when-networks-are-inappropriate,,,,,
SBW-084,A Working Definition of Digital Humanites,2013-12-08,Blog Post,http://www.scottbot.net/HIAL/?p=39749,Weingart - 2013 - A Working Definition of Digital Humanites.pdf,"Weingart, Scott B. 2013. “A Working Definition of Digital Humanites.” Blog. The Scottbot Irregular, December 8. http://www.scottbot.net/HIAL/?p=39749.",,,,2013-12-08-a-working-definition-of-digital-humanites,,,,,
SBW-085,Appreciability & Experimental Digital Humanities,2014-02-04,Blog Post,http://www.scottbot.net/HIAL/?p=40224,Weingart - 2014 - Appreciability & Experimental Digital Humanities.pdf,"Weingart, Scott B. 2014. “Appreciability & Experimental Digital Humanities.” Blog. The Scottbot Irregular, February 4. http://www.scottbot.net/HIAL/?p=40224.",,,,2014-02-04-appreciability-experimental-digital-humanities,,,,,
SBW-086,Barriers to Scholarship & Iterative Writing,2014-03-09,Blog Post,http://www.scottbot.net/HIAL/?p=40622,Weingart - 2014 - Barriers to Scholarship & Iterative Writing.pdf,"Weingart, Scott B. 2014. “Barriers to Scholarship & Iterative Writing.” Blog. The Scottbot Irregular, March 9. http://www.scottbot.net/HIAL/?p=40622.",,,,2014-03-09-barriers-to-scholarship-iterative-writing,,,,,
SBW-087,Bridging Token and Type,2014-01-18,Blog Post,http://www.scottbot.net/HIAL/,Weingart - 2014 - Bridging Token and Type.pdf,"Weingart, Scott B. 2014. “Bridging Token and Type.” Blog. The Scottbot Irregular, January 18. http://www.scottbot.net/HIAL/.",,,,2014-01-18-bridging-token-and-type,,,,,
SBW-088,"Digital History, Saturn’s Rings, and the Battle of Trafalgar",2014-12-15,Blog Post,http://www.scottbot.net/HIAL/?p=41109,"Weingart - 2014 - Digital History, Saturn’s Rings, and the Battle of Trafalgar.pdf","Weingart, Scott B. 2014. “Digital History, Saturn’s Rings, and the Battle of Trafalgar.” Blog. The Scottbot Irregular, December 15. http://www.scottbot.net/HIAL/?p=41109.",,,,2014-12-15-digital-history-saturns-rings-and-the-battle-of-trafalgar,,,,,
SBW-089,Do Historians Need Scientists?,2014-02-11,Blog Post,http://www.scottbot.net/HIAL/index.html@p=40349.html,Weingart - 2014 - Do historians need scientists.pdf,"Weingart, Scott B. 2014. “Do Historians Need Scientists?.” Blog. The Scottbot Irregular, February 11. http://www.scottbot.net/HIAL/index.html@p=40349.html.",,,,2014-02-11-do-historians-need-scientists,,,,,
SBW-090,"[Review] the Book of Trees, Manuel Lima",2014-04-12,Blog Post,http://www.scottbot.net/HIAL/?p=40711,"Weingart - 2014 - [Review] The Book of Trees, Manuel Lima.pdf","Weingart, Scott B. 2014. “[Review] the Book of Trees, Manuel Lima.” Blog. The Scottbot Irregular, April 12. http://www.scottbot.net/HIAL/?p=40711.",,,,2014-04-12-review-the-book-of-trees-manuel-lima,,,,,
SBW-091,Submissions to Digital Humanities 2015 (Pt. 1),2014-11-06,Blog Post,http://www.scottbot.net/HIAL/?p=41041,Weingart - 2014 - Submissions to Digital Humanities 2015 (pt. 1).pdf,"Weingart, Scott B. 2014. “Submissions to Digital Humanities 2015 (Pt. 1).” Blog. The Scottbot Irregular, November 6. http://www.scottbot.net/HIAL/?p=41041.",,,,2014-11-06-submissions-to-digital-humanities-2015-pt-1,,,,,
SBW-092,Submissions to Digital Humanities 2015 (Pt. 2),2014-11-06,Blog Post,http://www.scottbot.net/HIAL/,Weingart - 2014 - Submissions to Digital Humanities 2015 (pt. 2).pdf,"Weingart, Scott B. 2014. “Submissions to Digital Humanities 2015 (Pt. 2).” Blog. The Scottbot Irregular, November 6. http://www.scottbot.net/HIAL/.",,,,2014-11-06-submissions-to-digital-humanities-2015-pt-2,,,,,
SBW-093,Understanding Special Relativity Through History and Triangles (Pt. 1),2014-02-23,Blog Post,http://www.scottbot.net/HIAL/?p=40456,Weingart - 2014 - Understanding Special Relativity through History and Triangles (pt. 1).pdf,"Weingart, Scott B. 2014. “Understanding Special Relativity Through History and Triangles (Pt. 1).” Blog. The Scottbot Irregular, February 23. http://www.scottbot.net/HIAL/?p=40456.",,,,2014-02-23-understanding-special-relativity-through-history-and-triangles-pt-1,,,,,
SBW-094,Writing the Historian’s Macroscope in Public,2014,Article,https://www.historians.org/publications-and-directories/perspectives-on-history/october-2014/writing-the-historians-macroscope-in-public,Graham et al. - 2014 - Writing the Historian's Macroscope in Public.pdf,"Graham, Milligan, and Weingart. 2014. “Writing the Historian’s Macroscope in Public.” Perspectives on History. https://www.historians.org/publications-and-directories/perspectives-on-history/october-2014/writing-the-historians-macroscope-in-public.",,,,Graham_et_al_2014_Writing_Macroscope_in_Public,,,,,
SBW-095,The Moral Role of DH in a Data-Driven World,2014,Blog Post,,Weingart - 2014 - Networks In and Of Society.pdf,Weingart. 2014. “The Moral Role of DH in a Data-Driven World.” Blog. The Scottbot Irregular.,,,,Weingart_2014_Networks_In_and_Of_Society,,,,,
SBW-096,Acceptances to Digital Humanities 2014 (Part 1),2014-04-10,Blog Post,http://www.scottbot.net/HIAL/?p=40695,Weingart - 2014 - Acceptances to Digital Humanities 2014 (part 1).pdf,"Weingart, Scott B. 2014. “Acceptances to Digital Humanities 2014 (Part 1).” Blog. The Scottbot Irregular, April 10. http://www.scottbot.net/HIAL/?p=40695.",,,,2014-04-10-acceptances-to-digital-humanities-2014-part-1,,,,,
SBW-097,Bridging the Gap,2011-11-07,Blog Post,,Weingart - 2015 - Bridging the gap.pdf,"Weingart, Scott B. 2011. “Bridging the Gap.” Blog. The Scottbot Irregular, November 7.",,,,2011-11-07-bridging-the-gap,,,,,
SBW-098,Culturomics 2: The Search for More Money,2015-03-05,Blog Post,http://www.scottbot.net/HIAL/?p=41200,Weingart - 2015 - Culturomics 2 The Search for More Money.pdf,"Weingart, Scott B. 2015. “Culturomics 2: The Search for More Money.” Blog. The Scottbot Irregular, March 5. http://www.scottbot.net/HIAL/?p=41200.",,,,2015-03-05-culturomics-2-the-search-for-more-money,,,,,
SBW-099,Down the Rabbit Hole,2015-07-12,Blog Post,http://www.scottbot.net/HIAL/?p=41397,Weingart - 2015 - Down the Rabbit Hole.pdf,"Weingart, Scott B. 2015. “Down the Rabbit Hole.” Blog. The Scottbot Irregular, July 12. http://www.scottbot.net/HIAL/?p=41397.",,,,2015-07-12-down-the-rabbit-hole,,,,,
SBW-100,Ghosts in the Machine,2015-11-01,Blog Post,,Weingart - 2015 - Ghosts in the Machine.pdf,"Weingart, Scott B. 2015. “Ghosts in the Machine.” Blog. The Scottbot Irregular, November 1.",,,,2015-11-01-ghosts-in-the-machine,,,,,
SBW-101,Networks Demystified 9: Bimodal Networks,2015-01-21,Blog Post,,Weingart - 2015 - Networks Demystified 9 Bimodal Networks.pdf,"Weingart, Scott B. 2015. “Networks Demystified 9: Bimodal Networks.” Blog. The Scottbot Irregular, January 21.",,,,2015-01-21-networks-demystified-9-bimodal-networks,,,,,
SBW-102,"Not Enough Perspectives, Pt. 1",2015-03-29,Blog Post,http://www.scottbot.net/HIAL/?p=41271,"Weingart - 2015 - Not Enough Perspectives, Pt. 1.pdf","Weingart, Scott B. 2015. “Not Enough Perspectives, Pt. 1.” Blog. The Scottbot Irregular, March 29. http://www.scottbot.net/HIAL/?p=41271.",,,,2015-03-29-not-enough-perspectives-pt-1,,,,,
SBW-103,"Big Data, Bigger Dilemmas: A Critical Review",2015,Article,https://doi.org/10.1002/asi.23294,"Ekbia et al. - 2015 - Big data, bigger dilemmas A critical review.pdf","Ekbia, Hamid, Michael Mattioli, Inna Kouper, et al. 2015. “Big Data, Bigger Dilemmas: A Critical Review.” Journal of the Association for Information Science and Technology 66 (8). https://doi.org/10.1002/asi.23294.",,,,Ekbia_et_al_2015_Big_data_bigger_dilemmas,,,,,
SBW-104,Connecting the Dots,2015,Blog Post,,Weingart - 2015 - Connecting the Dots.pdf,"Weingart, Scott B. 2015. “Connecting the Dots.” Blog. The Scottbot Irregular.",,,,Weingart_2015_Connecting_the_Dots,,,,,
SBW-105,What’s Counted Counts,2015-07-31,Blog Post,http://www.scottbot.net/HIAL/,Weingart - 2015 - What’s Counted Counts.pdf,"Weingart, Scott B. 2015. “What’s Counted Counts.” Blog. The Scottbot Irregular, July 31. http://www.scottbot.net/HIAL/.",,,,2015-07-31-whats-counted-counts,,,,,
SBW-106,Towards Interoperable Network Ontologies for the Digital Humanities,2016,Article,https://doi.org/10.3366/ijhac.2016.0157,Langmead et al. - 2016 - Towards Interoperable Network Ontologies for the Digital Humanities.pdf,"Langmead, Alison, Jessica M. Otis, Christopher N. Warren, Scott B. Weingart, and Lisa D. Zilinksi. 2016. “Towards Interoperable Network Ontologies for the Digital Humanities.” International Journal of Humanities and Arts Computing 10 (1-2): 22-35. https://doi.org/10.3366/ijhac.2016.0157.",,,,Langmead_et_al_2016_Interoperable_Network_Ontologies,,,,,
SBW-107,Circles of Confidence in Correspondence,2016,Article,https://doi.org/10.1163/18253911-03101002,Van Den Heuvel et al. - 2016 - Circles of Confidence in Correspondence.pdf,"van den Heuvel, Charles, Scott B. Weingart, Nils Spelt, and Henk Nellen. 2016. “Circles of Confidence in Correspondence.” Nuncius 31 (1): 78-106. https://doi.org/10.1163/18253911-03101002.",,,,Van_den_Heuvel_et_al_2016_Circles_of_Confidence,,,,,
SBW-108,Lessons from Digital History’s Antecedents,2016,Blog Post,,Weingart - 2016 - Punched-Card Humanities.pdf,Weingart. 2016. “Lessons from Digital History’s Antecedents.” Blog. The Scottbot Irregular.,,,,Weingart_2016_Punched_Card_Humanities,,,,,
SBW-109,Gender Inclusivity in Six Degrees,2016-01-05,Blog Post,https://6dfb.tumblr.com/post/136678327006/gender-inclusivity-in-six-degrees,Weingart and Otis - 2016 - Gender Inclusivity in Six Degrees.pdf,"Weingart, Scott B., and Jessica Otis. 2016. “Gender Inclusivity in Six Degrees.” Blog. Six Degrees of Francis Bacon, January 5. https://6dfb.tumblr.com/post/136678327006/gender-inclusivity-in-six-degrees.",,,,2016-01-05-gender-inclusivity-in-six-degrees,,,,,
SBW-110,Acceptances to DH2016 (Pt. 1),2016-03-22,Blog Post,http://scottbot.net/acceptances-to-dh2016-pt-1/,Weingart - 2016 - Acceptances to DH2016 (pt. 1).pdf,"Weingart, Scott B. 2016. “Acceptances to DH2016 (Pt. 1).” Blog. The Scottbot Irregular, March 22. http://scottbot.net/acceptances-to-dh2016-pt-1/.",,,,2016-03-22-acceptances-to-dh2016-pt-1,,,,,
SBW-111,Representation at Digital Humanities Conferences (2000-2015),2016-03-22,Blog Post,http://scottbot.net/representation-at-digital-humanities-conferences-2000-2015/,Eichmann-Kalwara et al. - 2016 - Representation at Digital Humanities Conferences (2000-2015).pdf,"Eichmann, Nickoal, Jeana Jorgensen, and Scott B. Weingart. 2016. “Representation at Digital Humanities Conferences (2000-2015).” Blog. The Scottbot Irregular, March 22. http://scottbot.net/representation-at-digital-humanities-conferences-2000-2015/.",,,,2016-03-22-representation-at-digital-humanities-conferences-2000-2015,,,,,
SBW-112,"Summary: Martin & Runyon’s “Digital Humanities, Digital Hegemony”",2016-04-05,Blog Post,http://scottbot.net/summary-martin-runyons-digital-humanities-digital-hegemony/,"Weingart - 2016 - Summary Martin & Runyon’s “Digital Humanities, Digital Hegemony”.pdf","Weingart, Scott B. 2016. “Summary: Martin & Runyon’s “Digital Humanities, Digital Hegemony”.” Blog. The Scottbot Irregular, April 5. http://scottbot.net/summary-martin-runyons-digital-humanities-digital-hegemony/.",,,,2016-04-05-summary-martin-runyons-digital-humanities-digital-hegemony,,,,,
SBW-113,The Turing Point,2016-04-19,Blog Post,http://scottbot.net/the-turing-point/,Weingart - 2016 - The Turing Point.pdf,"Weingart, Scott B. 2016. “The Turing Point.” Blog. The Scottbot Irregular, April 19. http://scottbot.net/the-turing-point/.",,,,2016-04-19-the-turing-point,,,,,
SBW-114,“Digital History” Can Never Be New,2016-05-02,Blog Post,https://scottbot.net/digital-history-can-never-be-new/,Weingart - 2016 - “Digital History” Can Never Be New.pdf,"weingart, Scott B. 2016. ““Digital History” Can Never Be New.” Blog. The Scottbot Irregular, May 2. https://scottbot.net/digital-history-can-never-be-new/.",,,,2016-05-02-digital-history-can-never-be-new,,,,,
SBW-115,An Autistic Academic Explores the Stigma of Mental-Health Issues (Essay),2016-05-27,Blog Post,https://www.insidehighered.com/advice/2016/05/27/autistic-academic-explores-stigma-mental-health-issues-essay,Weingart - 2016 - Stigma.pdf,"Weingart, Scott B. 2016. “An Autistic Academic Explores the Stigma of Mental-Health Issues (Essay).” Blog. Inside Higher Ed, May 27. https://www.insidehighered.com/advice/2016/05/27/autistic-academic-explores-stigma-mental-health-issues-essay.",,,,2016-05-27-stigma,,,,,
SBW-116,Experience,2016-06-01,Blog Post,http://scottbot.net/experience/,Weingart - 2016 - Experience.pdf,"Weingart, Scott B. 2016. “Experience.” Blog. The Scottbot Irregular, June 1. http://scottbot.net/experience/.",,,,2016-06-01-experience,,,,,
SBW-117,Submissions to DH2017 (Pt. 1),2016-11-10,Blog Post,http://scottbot.net/submissions-to-dh2017-pt-1/,Submissions to DH2017 (pt. 1) – the scottbot irregular.pdf,"Weingart, Scott B. 2016. “Submissions to DH2017 (Pt. 1).” Blog. The Scottbot Irregular, November 10. http://scottbot.net/submissions-to-dh2017-pt-1/.",,,,2016-11-10-submissions-to-dh2017-pt-1,,,,,
SBW-118,Exploring and Analyzing Network Data with Python,2017,Article,https://doi.org/10.46430/phen0064,Ladd et al. - 2017 - Exploring and Analyzing Network Data with Python.pdf,"John R. Ladd, Jessica Otis, Christopher N. Warren, and Scott Weingart, “Exploring and Analyzing Network Data with Python,” Programming Historian 6 (2017), https://doi.org/10.46430/phen0064.",,,,Ladd_et_al_2017_Exploring_Network_Data_with_Python,,,,,
SBW-119,What’s Under the Big Tent?: A Study of ADHO Conference Abstracts,2017,Article,https://doi.org/10.16995/dscn.284,Weingart and Eichmann-Kalwara - 2017 - What’s Under the Big Tent A Study of ADHO Conference Abstracts.pdf,"Weingart, and Eichmann-Kalwara. 2017. “What’s Under the Big Tent?: A Study of ADHO Conference Abstracts.” Digital Studies/Le champ numérique 7 (1): 1-17. https://doi.org/10.16995/dscn.284.",,,,Weingart_and_Eichmann_2017_Whats_Under_the_Big_Tent,,,,,
SBW-120,Teaching Yourself to Code in DH,2017-02-26,Blog Post,http://scottbot.net/teaching-yourself-to-code-in-dh/,Weingart - 2017 - Teaching Yourself to Code in DH.pdf,"Weingart, Scott B. 2017. “Teaching Yourself to Code in DH.” Blog. The Scottbot Irregular, February 26. http://scottbot.net/teaching-yourself-to-code-in-dh/.",,,,2017-02-26-teaching-yourself-to-code-in-dh,,,,,
SBW-121,Argument Clinic,2017-07-26,Blog Post,http://scottbot.net/argument-clinic/,Weingart - 2017 - Argument Clinic.pdf,"Weingart, Scott B. 2017. “Argument Clinic.” Blog. The Scottbot Irregular, July 26. http://scottbot.net/argument-clinic/.",,,,2017-07-26-argument-clinic,,,,,
SBW-122,Encouraging Misfits,2017-11-01,Blog Post,http://scottbot.net/encouraging-misfits/,Weingart - 2017 - Encouraging Misfits.pdf,"Weingart, Scott B. 2017. “Encouraging Misfits.” Blog. The Scottbot Irregular, November 1. http://scottbot.net/encouraging-misfits/.",,,,2017-11-01-encouraging-misfits,,,,,
SBW-123,Representation at Digital Humanities Conferences (2000–2015),2018,Book Chapter,https://doi.org/10.5749/j.ctv9hj9r9.9,Eichmann-Kalwara et al. - 2018 - Representation at Digital Humanities Conferences (2000-2015).pdf,"Eichmann-Kalwara, Nickoal, Jeana Jorgensen, Scott B. Weingart, Elizabeth Losh, and Jacqueline Wernimont. 2018. “Representation at Digital Humanities Conferences (2000–2015).” Bodies of Information: Intersectional Feminism and the Digital Humanities: 72-92. https://doi.org/10.5749/j.ctv9hj9r9.9.",,,,Eichmann-Kalwara_et_al_2018_Representation_at_DH_Conferences,,,,,
SBW-124,Literary Network Analysis,2018,Book Chapter,,Sack and Weingart - 2018 - Literary Network Analysis.pdf,"Sack, Graham, and Scott B. Weingart. “Literary Network Analysis.” In Digital Humanities for Literary Studies: Theories, Methods, and Practices, edited by James O’Sullivan. Pennsylvania State University Press, 2018. [Book never published]",,,,Sack_and_Weingart_Literary_Network_Analysis,,,,,
SBW-125,The Center for Midnight,2018-11-04,Blog Post,http://scottbot.net/center-for-midnight/,Weingart - 2018 - The Center for Midnight.pdf,"Weingart, Scott B. 2018. “The Center for Midnight.” Blog. The Scottbot Irregular, November 4. http://scottbot.net/center-for-midnight/.",,,,2018-11-04-the-center-for-midnight,,,,,
